frame,pc,system_input,player_input,player_state_2800,airborne_20b0,rider_x_2646,rider_y_2644,jump_anim_20b4,jump_acc_20b5,scroll_command_20b1,scroll_acc_2203,activation_acc_20c2,course_index_2208,course_state_20bc,state_20bd,state_20be,state_20bf,score_bcd_20a0,object_26d0_status,object_26d0_x88,object_26d0_y,object_26d0_timer,object_26d0_code,object_26d0_attr,frame_byte_14,lives_2200,extra_220a,coin_220b,missed_220c,bb_20bb,c1_20c1,c4_20c4,phase_05,phase_06,cb_20cb
1296,60f0,ff,fd,01,00,37,208,01,0364,fe80,0271,8e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,24,03,02,00,00,05,00,3a30,00,03,00
1297,60f1,ff,fd,01,00,37,208,01,0364,fe80,0270,8c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,25,03,02,00,00,05,00,3c30,00,03,00
1298,6205,ff,fd,01,00,37,208,01,0364,fe80,026e,8a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,26,03,02,00,00,05,00,3e30,00,03,00
1299,6230,ff,fd,01,00,37,208,01,0364,fe80,026d,8800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,27,03,02,00,00,05,00,4030,00,03,00
1300,6230,ff,fd,01,00,37,208,02,0364,fe80,026b,8600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,28,03,02,00,00,05,00,4230,00,03,00
1301,60f2,ff,fd,01,00,37,208,02,0364,fe80,026a,8400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,29,03,02,00,00,05,00,4430,00,03,00
1302,6206,ff,fd,01,00,37,208,02,0364,fe80,0268,8200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2a,03,02,00,00,05,00,4630,00,03,00
1303,60f0,ff,fd,01,00,37,208,02,0364,fe80,0267,8000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2b,03,02,00,00,05,00,4830,00,03,00
1304,60f6,ff,fd,01,00,37,208,02,0364,fe80,0265,7e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2c,03,02,00,00,05,00,4a30,00,03,00
1305,622e,ff,fd,01,00,37,208,02,0364,fe80,0264,7c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2d,03,02,00,00,05,00,4c30,00,03,00
1306,6205,ff,fd,01,00,37,208,02,0364,fe80,0262,7a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2e,03,02,00,00,05,00,4e30,00,03,00
1307,60ee,ff,fd,01,00,37,208,00,0364,fe80,0261,7800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,2f,03,02,00,00,05,00,5030,00,03,00
1308,60f3,ff,fd,01,00,37,208,00,0364,fe80,025f,7600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,30,03,02,00,00,05,00,5230,00,03,00
1309,622e,ff,fd,01,00,37,208,00,0364,fe80,025e,7400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,31,03,02,00,00,05,00,5430,00,03,00
1310,60f0,ff,fd,01,00,37,208,00,0364,fe80,025c,7200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,32,03,02,00,00,05,00,5630,00,03,00
1311,6205,ff,fd,01,00,37,208,00,0364,fe80,025b,7000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,33,03,02,00,00,05,00,5830,00,03,00
1312,6230,ff,fd,01,00,37,208,00,0364,fe80,0259,6e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,34,03,02,00,00,05,00,5a30,00,03,00
1313,60ee,ff,fd,01,00,37,208,00,0364,fe80,0258,6c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,35,03,02,00,00,05,00,5c30,00,03,00
1314,60f3,ff,fd,01,00,37,208,00,0364,fe80,0256,6a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,36,03,02,00,00,05,00,5e30,00,03,00
1315,6203,ff,fd,01,00,37,208,01,0364,fe80,0255,6800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,37,03,02,00,00,05,00,6030,00,03,00
1316,60ef,ff,fd,01,00,37,208,01,0364,fe80,0253,6600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,38,03,02,00,00,05,00,6230,00,03,00
1317,6231,ff,fd,01,00,37,208,01,0364,fe80,0252,6400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,39,03,02,00,00,05,00,6430,00,03,00
1318,60f6,ff,fd,01,00,37,208,01,0364,fe80,0250,6200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3a,03,02,00,00,05,00,6630,00,03,00
1319,622e,ff,fd,01,00,37,208,01,0364,fe80,024f,6000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3b,03,02,00,00,05,00,6830,00,03,00
1320,60ef,ff,fd,01,00,37,208,01,0364,fe80,024d,5e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3c,03,02,00,00,05,00,6a30,00,03,00
1321,6206,ff,fd,01,00,37,208,01,0364,fe80,024c,5c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3d,03,02,00,00,05,00,6c30,00,03,00
1322,60ef,ff,fd,01,00,37,208,02,0364,fe80,024a,5a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3e,03,02,00,00,05,00,6e30,00,03,00
1323,6205,ff,fd,01,00,37,208,02,0364,fe80,0249,5800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,3f,03,02,00,00,05,00,7030,00,03,00
1324,622f,ff,fd,01,00,37,208,02,0364,fe80,0247,5600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,40,03,02,00,00,05,00,7230,00,03,00
1325,60f2,ff,fd,01,00,37,208,02,0364,fe80,0246,5400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,41,03,02,00,00,05,00,7430,00,03,00
1326,622f,ff,fd,01,00,37,208,02,0364,fe80,0244,5200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,42,03,02,00,00,05,00,7630,00,03,00
1327,6230,ff,fd,01,00,37,208,02,0364,fe80,0243,5000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,43,03,02,00,00,05,00,7830,00,03,00
1328,60f1,ff,fd,01,00,37,208,02,0364,fe80,0241,4e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,44,03,02,00,00,05,00,7a30,00,03,00
1329,60f1,ff,fd,01,00,37,208,00,0364,fe80,0240,4c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,45,03,02,00,00,05,00,7c30,00,03,00
1330,60ef,ff,fd,01,00,37,208,00,0364,fe80,023e,4a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,46,03,02,00,00,05,00,7e30,00,03,00
1331,6204,ff,fd,01,00,37,208,00,0364,fe80,023d,4800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,47,03,02,00,00,05,00,8030,00,03,00
1332,622e,ff,fd,01,00,37,208,00,0364,fe80,023b,4600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,48,03,02,00,00,05,00,8230,00,03,00
1333,60f3,ff,fd,01,00,37,208,00,0364,fe80,023a,4400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,49,03,02,00,00,05,00,8430,00,03,00
1334,6206,ff,fd,01,00,37,208,00,0364,fe80,0238,4200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4a,03,02,00,00,05,00,8630,00,03,00
1335,60f1,ff,fd,01,00,37,208,00,0364,fe80,0237,4000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4b,03,02,00,00,05,00,8830,00,03,00
1336,60f1,ff,fd,01,00,37,208,00,0364,fe80,0235,3e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4c,03,02,00,00,05,00,8a30,00,03,00
1337,622f,ff,fd,01,00,37,208,01,0364,fe80,0234,3c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4d,03,02,00,00,05,00,8c30,00,03,00
1338,6203,ff,fd,01,00,37,208,01,0364,fe80,0232,3a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4e,03,02,00,00,05,00,8e30,00,03,00
1339,60f1,ff,fd,01,00,37,208,01,0364,fe80,0231,3800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,4f,03,02,00,00,05,00,9030,00,03,00
1340,622d,ff,fd,01,00,37,208,01,0364,fe80,022f,3600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,50,03,02,00,00,05,00,9230,00,03,00
1341,60f5,ff,fd,01,00,37,208,01,0364,fe80,022e,3400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,51,03,02,00,00,05,00,9430,00,03,00
1342,60ee,ff,fd,01,00,37,208,01,0364,fe80,022c,3200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,52,03,02,00,00,05,00,9630,00,03,00
1343,6205,ff,fd,01,00,37,208,01,0364,fe80,022b,3000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,53,03,02,00,00,05,00,9830,00,03,00
1344,6207,ff,fd,01,00,37,208,02,0364,fe80,0229,2e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,54,03,02,00,00,05,00,9a30,00,03,00
1345,60f5,ff,fd,01,00,37,208,02,0364,fe80,0228,2c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,55,03,02,00,00,05,00,9c30,00,03,00
1346,60f1,ff,fd,01,00,37,208,02,0364,fe80,0226,2a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,56,03,02,00,00,05,00,9e30,00,03,00
1347,6231,ff,fd,01,00,37,208,02,0364,fe80,0225,2800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,57,03,02,00,00,05,00,a030,00,03,00
1348,6205,ff,fd,01,00,37,208,02,0364,fe80,0223,2600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,58,03,02,00,00,05,00,a230,00,03,00
1349,622e,ff,fd,01,00,37,208,02,0364,fe80,0222,2400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,59,03,02,00,00,05,00,a430,00,03,00
1350,60ef,ff,fd,01,00,37,208,02,0364,fe80,0220,2200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5a,03,02,00,00,05,00,a630,00,03,00
1351,60f0,ff,fd,01,00,37,208,00,0364,fe80,021f,2000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5b,03,02,00,00,05,00,a830,00,03,00
1352,60f5,ff,fd,01,00,37,208,00,0364,fe80,021d,1e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5c,03,02,00,00,05,00,aa30,00,03,00
1353,6208,ff,fd,01,00,37,208,00,0364,fe80,021c,1c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5d,03,02,00,00,05,00,ac30,00,03,00
1354,60ef,ff,fd,01,00,37,208,00,0364,fe80,021a,1a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5e,03,02,00,00,05,00,ae30,00,03,00
1355,60f2,ff,fd,01,00,37,208,00,0364,fe80,0219,1800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,5f,03,02,00,00,05,00,b030,00,03,00
1356,622e,ff,fd,01,00,37,208,00,0364,fe80,0217,1600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,60,03,02,00,00,05,00,b230,00,03,00
1357,622e,ff,fd,01,00,37,208,00,0364,fe80,0216,1400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,61,03,02,00,00,05,00,b430,00,03,00
1358,60ef,ff,fd,01,00,37,208,00,0364,fe80,0214,1200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,62,03,02,00,00,05,00,b630,00,03,00
1359,60ef,ff,fd,01,00,37,208,01,0364,fe80,0213,1000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,63,03,02,00,00,05,00,b830,00,03,00
1360,60f5,ff,fd,01,00,37,208,01,0364,fe80,0211,0e00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,64,03,02,00,00,05,00,ba30,00,03,00
1361,6208,ff,fd,01,00,37,208,01,0364,fe80,0210,0c00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,65,03,02,00,00,05,00,bc30,00,03,00
1362,6231,ff,fd,01,00,37,208,01,0364,fe80,020e,0a00,04,f2,00,00,00,000300,00,0000,156,01,e4,80,66,03,02,00,00,05,00,be30,00,03,00
1363,60f6,ff,fd,01,00,37,208,01,0364,fe80,020d,0800,04,f2,00,00,00,000300,00,0000,156,01,e4,80,67,03,02,00,00,05,00,c030,00,03,00
1364,60f2,ff,fd,01,00,37,208,01,0364,fe80,020b,0600,04,f2,00,00,00,000300,00,0000,156,01,e4,80,68,03,02,00,00,05,00,c230,00,03,00
1365,6206,ff,fd,01,00,37,208,01,0364,fe80,020a,0400,04,f2,00,00,00,000300,00,0000,156,01,e4,80,69,03,02,00,00,05,00,c430,00,03,00
1366,6231,ff,fd,01,00,37,208,02,0364,fe80,0208,0200,04,f2,00,00,00,000300,00,0000,156,01,e4,80,6a,03,02,00,00,05,00,c630,00,03,00
1367,622e,ff,fd,01,00,37,208,02,0364,fe80,0207,0000,04,f2,00,00,00,000300,00,0000,156,01,e4,80,6b,03,02,00,00,05,00,c830,00,03,00
1368,60f2,ff,fd,01,00,37,208,02,0364,fe80,0205,dc00,05,dc,00,00,00,000300,01,fd80,156,03,e4,05,6c,03,02,00,00,05,00,ca30,00,03,00
1369,60ee,ff,fd,01,00,37,208,02,0364,fe80,0204,da00,05,dc,00,00,00,000300,01,fb80,156,02,e4,05,6d,03,02,00,00,05,00,cc30,00,03,00
1370,6204,ff,fd,01,00,37,208,02,0364,fe80,0202,d800,05,dc,00,00,00,000300,01,f980,156,01,e4,05,6e,03,02,00,00,05,00,ce30,00,03,00
1371,60f3,ff,fd,01,00,37,208,02,0364,fe80,0201,d600,05,dc,00,00,00,000300,01,f780,156,03,e4,05,6f,03,02,00,00,05,00,d030,00,03,00
1372,60ef,ff,fd,01,00,37,208,02,0364,fe80,03ff,d400,05,dc,00,00,00,000300,01,f580,156,02,e4,05,70,03,02,00,00,05,00,d230,00,03,00
1373,6230,ff,fd,01,00,37,208,00,0364,fe80,03fe,d200,05,dc,01,00,00,000300,01,f380,156,01,e4,05,71,03,02,00,01,05,00,0030,00,03,00
1374,622e,ff,fd,01,00,37,208,00,0364,fe80,03fc,d000,05,dc,01,00,00,000300,01,f180,156,03,e4,04,72,03,02,00,01,05,00,0230,00,03,00
1375,6207,ff,fd,01,00,37,208,00,0364,fe80,03fb,ce00,05,dc,01,00,00,000300,01,ef80,156,02,e4,04,73,03,02,00,01,05,00,0430,00,03,00
1376,6208,ff,fd,01,00,37,208,00,0364,fe80,03f9,cc00,05,dc,01,00,00,000300,01,ed80,156,01,e4,04,74,03,02,00,01,05,00,0630,00,03,00
1377,60f1,ff,fd,01,00,37,208,00,0364,fe80,03f8,ca00,05,dc,01,00,00,000300,01,eb80,156,03,e4,03,75,03,02,00,01,05,00,0830,00,03,00
1378,6231,ff,fd,01,00,37,208,00,0364,fe80,03f6,c800,05,dc,01,00,00,000300,01,e980,156,02,e4,03,76,03,02,00,01,05,00,0a30,00,03,00
1379,6204,ff,fd,01,00,37,208,00,0364,fe80,03f5,c600,05,dc,01,00,00,000300,01,e780,156,01,e4,03,77,03,02,00,01,05,00,0c30,00,03,00
1380,60f4,ff,fd,01,00,37,208,00,0364,fe80,03f3,c400,05,dc,01,00,00,000300,01,e580,156,03,e4,05,78,03,02,00,01,05,00,0e30,00,03,00
1381,6204,ff,fd,01,00,37,208,01,0364,fe80,03f2,c200,05,dc,01,00,00,000300,01,e380,156,02,e4,05,79,03,02,00,01,05,00,1030,00,03,00
1382,60f1,ff,fd,01,00,37,208,01,0364,fe80,03f0,c000,05,dc,01,00,00,000300,01,e180,156,01,e4,05,7a,03,02,00,01,05,00,1230,00,03,00
1383,60f1,ff,fd,01,00,37,208,01,0364,fe80,03ef,be00,05,dc,01,00,00,000300,01,df80,156,03,e4,05,7b,03,02,00,01,05,00,1430,00,03,00
1384,6231,ff,fd,01,00,37,208,01,0364,fe80,03ed,bc00,05,dc,01,00,00,000300,01,dd80,156,02,e4,05,7c,03,02,00,01,05,00,1630,00,03,00
1385,622e,ff,fd,01,00,37,208,01,0364,fe80,03ec,ba00,05,dc,01,00,00,000300,01,db80,156,01,e4,05,7d,03,02,00,01,05,00,1830,00,03,00
1386,60ee,ff,fd,01,00,37,208,01,0364,fe80,03ea,b800,05,dc,01,00,00,000300,01,d980,156,03,e4,04,7e,03,02,00,01,05,00,1a30,00,03,00
1387,60f3,ff,fd,01,00,37,208,01,0364,fe80,03e9,b600,05,dc,01,00,00,000300,01,d780,156,02,e4,04,7f,03,02,00,01,05,00,1c30,00,03,00
1388,60f2,ff,fd,01,00,37,208,02,0364,fe80,03e7,b400,05,dc,01,00,00,000300,01,d580,156,01,e4,04,80,03,02,00,01,05,00,1e30,00,03,00
1389,60f2,ff,fd,01,00,37,208,02,0364,fe80,03e6,b200,05,dc,01,00,00,000300,01,d380,156,03,e4,03,81,03,02,00,01,05,00,2030,00,03,00
1390,60ee,ff,fd,01,00,37,208,02,0364,fe80,03e4,b000,05,dc,01,00,00,000300,01,d180,156,02,e4,03,82,03,02,00,01,05,00,2230,00,03,00
1391,622e,ff,fd,01,00,37,208,02,0364,fe80,03e3,ae00,05,dc,01,00,00,000300,01,cf80,156,01,e4,03,83,03,02,00,01,05,00,2430,00,03,00
1392,6208,ff,fd,01,00,37,208,02,0364,fe80,03e1,ac00,05,dc,01,00,00,000300,01,cd80,156,03,e4,05,84,03,02,00,01,05,00,2630,00,03,00
1393,6205,ff,fd,01,00,37,208,02,0364,fe80,03e0,aa00,05,dc,01,00,00,000300,01,cb80,156,02,e4,05,85,03,02,00,01,05,00,2830,00,03,00
1394,60f1,ff,fd,01,00,37,208,02,0364,fe80,03de,a800,05,dc,01,00,00,000300,01,c980,156,01,e4,05,86,03,02,00,01,05,00,2a30,00,03,00
1395,622e,ff,fd,01,00,37,208,00,0364,fe80,03dd,a600,05,dc,01,00,00,000300,01,c780,156,03,e4,05,87,03,02,00,01,05,00,2c30,00,03,00
1396,622e,ff,fd,01,00,37,208,00,0364,fe80,03db,a400,05,dc,01,00,00,000300,01,c580,156,02,e4,05,88,03,02,00,01,05,00,2e30,00,03,00
1397,6207,ff,fd,01,00,37,208,00,0364,fe80,03da,a200,05,dc,01,00,00,000300,01,c380,156,01,e4,05,89,03,02,00,01,05,00,3030,00,03,00
1398,60f2,ff,fd,01,00,37,208,00,0364,fe80,03d8,a000,05,dc,01,00,00,000300,01,c180,156,03,e4,04,8a,03,02,00,01,05,00,3230,00,03,00
1399,60ef,ff,fd,01,00,37,208,00,0364,fe80,03d7,9e00,05,dc,01,00,00,000300,01,bf80,156,02,e4,04,8b,03,02,00,01,05,00,3430,00,03,00
1400,622f,ff,fd,01,00,37,208,00,0364,fe80,03d5,9c00,05,dc,01,00,00,000300,01,bd80,156,01,e4,04,8c,03,02,00,01,05,00,3630,00,03,00
1401,6231,ff,fd,01,00,37,208,00,0364,fe80,03d4,9a00,05,dc,01,00,00,000300,01,bb80,156,03,e4,03,8d,03,02,00,01,05,00,3830,00,03,00
1402,622d,ff,fd,01,00,37,208,00,0364,fe80,03d2,9800,05,dc,01,00,00,000300,01,b980,156,02,e4,03,8e,03,02,00,01,05,00,3a30,00,03,00
1403,60f1,ff,fd,01,00,37,208,01,0364,fe80,03d1,9600,05,dc,01,00,00,000300,01,b780,156,01,e4,03,8f,03,02,00,01,05,00,3c30,00,03,00
1404,60f0,ff,fd,01,00,37,208,01,0364,fe80,03cf,9400,05,dc,01,00,00,000300,01,b580,156,03,e4,05,90,03,02,00,01,05,00,3e30,00,03,00
1405,60ee,ff,fd,01,00,37,208,01,0364,fe80,03ce,9200,05,dc,01,00,00,000300,01,b380,156,02,e4,05,91,03,02,00,01,05,00,4030,00,03,00
1406,60ef,ff,fd,01,00,37,208,01,0364,fe80,03cc,9000,05,dc,01,00,00,000300,01,b180,156,01,e4,05,92,03,02,00,01,05,00,4230,00,03,00
1407,6207,ff,fd,01,00,37,208,01,0364,fe80,03cb,8e00,05,dc,01,00,00,000300,01,af80,156,03,e4,05,93,03,02,00,01,05,00,4430,00,03,00
1408,6208,ff,fd,01,00,37,208,01,0364,fe80,03c9,8c00,05,dc,01,00,00,000300,01,ad80,156,02,e4,05,94,03,02,00,01,05,00,4630,00,03,00
1409,622e,ff,fd,01,00,37,208,01,0364,fe80,03c8,8a00,05,dc,01,00,00,000300,01,ab80,156,01,e4,05,95,03,02,00,01,05,00,4830,00,03,00
1410,60ee,ff,fd,01,00,37,208,02,0364,fe80,03c6,8800,05,dc,01,00,00,000300,01,a980,156,03,e4,04,96,03,02,00,01,05,00,4a30,00,03,00
1411,6205,ff,fd,01,00,37,208,02,0364,fe80,03c5,8600,05,dc,01,00,00,000300,01,a780,156,02,e4,04,97,03,02,00,01,05,00,4c30,00,03,00
1412,6230,ff,fd,01,00,37,208,02,0364,fe80,03c3,8400,05,dc,01,00,00,000300,01,a580,156,01,e4,04,98,03,02,00,01,05,00,4e30,00,03,00
1413,6206,ff,fd,01,00,37,208,02,0364,fe80,03c2,8200,05,dc,01,00,00,000300,01,a380,156,03,e4,03,99,03,02,00,01,05,00,5030,00,03,00
1414,60f1,ff,fd,01,00,37,208,02,0364,fe80,03c0,8000,05,dc,01,00,00,000300,01,a180,156,02,e4,03,9a,03,02,00,01,05,00,5230,00,03,00
1415,6203,ff,fd,01,00,37,208,02,0364,fe80,03bf,7e00,05,dc,01,00,00,000300,01,9f80,156,01,e4,03,9b,03,02,00,01,05,00,5430,00,03,00
1416,60f0,ff,fd,01,00,37,208,02,0364,fe80,03bd,7c00,05,dc,01,00,00,000300,01,9d80,156,03,e4,05,9c,03,02,00,01,05,00,5630,00,03,00
1417,6205,ff,fd,01,00,37,208,00,0364,fe80,03bc,7a00,05,dc,01,00,00,000300,01,9b80,156,02,e4,05,9d,03,02,00,01,05,00,5830,00,03,00
1418,622d,ff,fd,01,00,37,208,00,0364,fe80,03ba,7800,05,dc,01,00,00,000300,01,9980,156,01,e4,05,9e,03,02,00,01,05,00,5a30,00,03,00
1419,60f1,ff,fd,01,00,37,208,00,0364,fe80,03b9,7600,05,dc,01,00,00,000300,01,9780,156,03,e4,05,9f,03,02,00,01,05,00,5c30,00,03,00
1420,60ee,ff,fd,01,00,37,208,00,0364,fe80,03b7,7400,05,dc,01,00,00,000300,01,9580,156,02,e4,05,a0,03,02,00,01,05,00,5e30,00,03,00
1421,6205,ff,fd,01,00,37,208,00,0364,fe80,03b6,7200,05,dc,01,00,00,000300,01,9380,156,01,e4,05,a1,03,02,00,01,05,00,6030,00,03,00
1422,60f1,ff,fd,01,00,37,208,00,0364,fe80,03b4,7000,05,dc,01,00,00,000300,01,9180,156,03,e4,04,a2,03,02,00,01,05,00,6230,00,03,00
1423,622e,ff,fd,01,00,37,208,00,0364,fe80,03b3,6e00,05,dc,01,00,00,000300,01,8f80,156,02,e4,04,a3,03,02,00,01,05,00,6430,00,03,00
1424,60f6,ff,fd,01,00,37,208,00,0364,fe80,03b1,6c00,05,dc,01,00,00,000300,01,8d80,156,01,e4,04,a4,03,02,00,01,05,00,6630,00,03,00
1425,60ef,ff,fd,01,00,37,208,01,0364,fe80,03b0,6a00,05,dc,01,00,00,000300,01,8b80,156,03,e4,03,a5,03,02,00,01,05,00,6830,00,03,00
1426,6231,ff,fd,01,00,37,208,01,0364,fe80,03ae,6800,05,dc,01,00,00,000300,01,8980,156,02,e4,03,a6,03,02,00,01,05,00,6a30,00,03,00
1427,60ef,ff,fd,01,00,37,208,01,0364,fe80,03ad,6600,05,dc,01,00,00,000300,01,8780,156,01,e4,03,a7,03,02,00,01,05,00,6c30,00,03,00
1428,6205,ff,fd,01,00,37,208,01,0364,fe80,03ab,6400,05,dc,01,00,00,000300,01,8580,156,03,e4,05,a8,03,02,00,01,05,00,6e30,00,03,00
1429,60f1,ff,fd,01,00,37,208,01,0364,fe80,03aa,6200,05,dc,01,00,00,000300,01,8380,156,02,e4,05,a9,03,02,00,01,05,00,7030,00,03,00
1430,60ef,ff,fd,01,00,37,208,01,0364,fe80,03a8,6000,05,dc,01,00,00,000300,01,8180,156,01,e4,05,aa,03,02,00,01,05,00,7230,00,03,00
1431,622f,ff,fd,01,00,37,208,01,0364,fe80,03a7,5e00,05,dc,01,00,00,000300,01,7f80,156,03,e4,05,ab,03,02,00,01,05,00,7430,00,03,00
1432,622d,ff,fd,01,00,37,208,02,0364,fe80,03a5,5c00,05,dc,01,00,00,000300,01,7d80,156,02,e4,05,ac,03,02,00,01,05,00,7630,00,03,00
1433,60f6,ff,fd,01,00,37,208,02,0364,fe80,03a4,5a00,05,dc,01,00,00,000300,01,7b80,156,01,e4,05,ad,03,02,00,01,05,00,7830,00,03,00
1434,60f1,ff,fd,01,00,37,208,02,0364,fe80,03a2,5800,05,dc,01,00,00,000300,01,7980,156,03,e4,04,ae,03,02,00,01,05,00,7a30,00,03,00
1435,60f1,ff,fd,01,00,37,208,02,0364,fe80,03a1,5600,05,dc,01,00,00,000300,01,7780,156,02,e4,04,af,03,02,00,01,05,00,7c30,00,03,00
1436,60ef,ff,fd,01,00,37,208,02,0364,fe80,039f,5400,05,dc,01,00,00,000300,01,7580,156,01,e4,04,b0,03,02,00,01,05,00,7e30,00,03,00
1437,6203,ff,fd,01,00,37,208,02,0364,fe80,039e,5200,05,dc,01,00,00,000300,01,7380,156,03,e4,03,b1,03,02,00,01,05,00,8030,00,03,00
1438,60ef,ff,fd,01,00,37,208,02,0364,fe80,039c,5000,05,dc,01,00,00,000300,01,7180,156,02,e4,03,b2,03,02,00,01,05,00,8230,00,03,00
1439,60f2,ff,fd,01,00,37,208,00,0364,fe80,039b,4e00,05,dc,01,00,00,000300,01,6f80,156,01,e4,03,b3,03,02,00,01,05,00,8430,00,03,00
1440,60f1,ff,fd,01,00,37,208,00,0364,fe80,0399,4c00,05,dc,01,00,00,000300,01,6d80,156,03,e4,05,b4,03,02,00,01,05,00,8630,00,03,00
1441,6230,ff,fd,01,00,37,208,00,0364,fe80,0398,4a00,05,dc,01,00,00,000300,01,6b80,156,02,e4,05,b5,03,02,00,01,05,00,8830,00,03,00
1442,6205,ff,fd,01,00,37,208,00,0364,fe80,0396,4800,05,dc,01,00,00,000300,01,6980,156,01,e4,05,b6,03,02,00,01,05,00,8a30,00,03,00
1443,60f6,ff,fd,01,00,37,208,00,0364,fe80,0395,4600,05,dc,01,00,00,000300,01,6780,156,03,e4,05,b7,03,02,00,01,05,00,8c30,00,03,00
1444,60ee,ff,fd,01,00,37,208,00,0364,fe80,0393,4400,05,dc,01,00,00,000300,01,6580,156,02,e4,05,b8,03,02,00,01,05,00,8e30,00,03,00
1445,6231,ff,fd,01,00,37,208,00,0364,fe80,0392,4200,05,dc,01,00,00,000300,01,6380,156,01,e4,05,b9,03,02,00,01,05,00,9030,00,03,00
1446,60ef,ff,fd,01,00,37,208,00,0364,fe80,0390,4000,05,dc,01,00,00,000300,01,6180,156,03,e4,04,ba,03,02,00,01,05,00,9230,00,03,00
1447,622e,ff,fd,01,00,37,208,01,0364,fe80,038f,3e00,05,dc,01,00,00,000300,01,5f80,156,02,e4,04,bb,03,02,00,01,05,00,9430,00,03,00
1448,6203,ff,fd,01,00,37,208,01,0364,fe80,038d,3c00,05,dc,01,00,00,000300,01,5d80,156,01,e4,04,bc,03,02,00,01,05,00,9630,00,03,00
1449,60ef,ff,fd,01,00,37,208,01,0364,fe80,038c,3a00,05,dc,01,00,00,000300,01,5b80,156,03,e4,03,bd,03,02,00,01,05,00,9830,00,03,00
1450,622f,ff,fd,01,00,37,208,01,0364,fe80,038a,3800,05,dc,01,00,00,000300,01,5980,156,02,e4,03,be,03,02,00,01,05,00,9a30,00,03,00
