frame,24b0_st,24b0_x,24b0_b1b2,24b0_b8,24f0_st,24f0_x,24f0_b1b2,24f0_b8,2530_st,2530_x,2530_b1b2,2530_b8,2570_st,2570_x,2570_b1b2,2570_b8,2580_st,2580_x,2580_b1b2,2580_b8,25e0_st,25e0_x,25e0_b1b2,25e0_b8,26d0_st,26d0_x,26d0_b1b2,26d0_b8,2700_st,2700_x,2700_b1b2,2700_b8,2730_st,2730_x,2730_b1b2,2730_b8,2760_st,2760_x,2760_b1b2,2760_b8
2076,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2077,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2078,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2079,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2080,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2081,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2082,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2083,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2084,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2085,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2086,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2087,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2088,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2089,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2090,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2091,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2092,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2093,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2094,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2095,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2096,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2097,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2098,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2099,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2100,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2101,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2102,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2103,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2104,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2105,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2106,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2107,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2108,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2109,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2110,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2111,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2112,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2113,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2114,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2115,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2116,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2117,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2118,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2119,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2120,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2121,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2122,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2123,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2124,02,9100,0100,02,01,0000,7180,00,00,0000,0000,00,00,b000,0000,00,00,a000,0000,00,00,0000,0000,00,01,2580,0000,01,01,4180,0000,02,00,0000,0000,00,00,0000,0000,00
2125,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2126,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2127,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2128,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2129,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2130,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2131,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2132,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2133,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2134,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2135,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2136,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2137,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2138,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2139,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2140,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2141,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2142,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2143,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2144,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2145,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2146,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2147,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2148,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2149,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2150,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2151,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2152,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2153,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2154,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2155,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2156,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2157,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2158,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2159,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2160,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2161,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2162,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2163,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2164,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2165,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2166,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2167,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2168,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2169,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2170,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2171,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2172,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2173,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2174,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2175,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2176,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2177,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2178,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2179,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2180,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2181,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2182,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2183,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2184,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2185,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2186,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2187,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2188,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2189,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2190,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2191,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2192,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2193,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2194,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2195,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2196,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2197,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2198,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2199,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2200,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2201,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2202,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2203,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2204,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2205,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2206,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2207,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
2208,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00
